"id","sessionId","startTime","endTime","TapPressTime","TapReleaseTime","TapDuration","TapInitialGlobalLocationX","TapInitialGlobalLocationY","TapFinalGlobalLocationX","TapFinalGlobalLocationY","normalizedX","normalizedY","_targetSizeAre"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313417","1741195313521","104","293.51","366.45","291.81","366.33","0.7338","0.4581","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195312124","1741195312212","88","352.21","42.93","352.81","41.83","0.8805","0.0537","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195310878","1741195310937","59","300.52","385.73","300.76","385.87","0.7513","0.4822","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195317581","1741195317648","67","372.52","275.22","373.33","275.59","0.9313","0.344","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195310259","1741195310339","80","86.12","649.68","87.1","649.74","0.2153","0.8121","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195309973","1741195310033","60","32.43","183.0","32.53","183.11","0.0811","0.2288","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195308967","1741195309013","46","124.73","310.07","125.32","310.22","0.3118","0.3876","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195316776","1741195316832","56","103.64","554.81","104.45","554.7","0.2591","0.6935","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195314126","1741195314219","93","35.73","421.44","35.07","421.25","0.0893","0.5268","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195312398","1741195312467","69","321.94","680.37","321.5","680.48","0.8049","0.8505","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195314145","1741195314224","79","368.98","113.06","367.29","112.71","0.9224","0.1413","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195311508","1741195311590","82","350.84","703.49","351.08","703.04","0.8771","0.8794","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195310393","1741195310457","64","342.94","288.83","344.03","288.43","0.8574","0.361","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195311742","1741195311843","101","29.93","453.55","30.25","455.72","0.0748","0.5669","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195315757","1741195315830","73","259.24","247.89","258.38","248.97","0.6481","0.3099","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195317259","1741195317339","80","259.74","475.88","259.27","477.24","0.6493","0.5948","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195309610","1741195309661","51","34.61","212.42","33.73","212.17","0.0865","0.2655","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195317571","1741195317666","95","297.48","567.11","296.02","566.24","0.7437","0.7089","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195308997","1741195309094","97","135.43","515.75","134.88","515.97","0.3386","0.6447","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313456","1741195313523","67","358.34","83.22","359.15","82.63","0.8959","0.104","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313881","1741195313936","55","30.23","424.22","29.61","424.45","0.0756","0.5303","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195317201","1741195317259","58","362.24","659.32","361.94","658.62","0.9056","0.8241","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195315584","1741195315646","62","121.62","326.0","122.8","326.32","0.304","0.4075","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195312169","1741195312253","84","84.92","223.95","84.92","223.21","0.2123","0.2799","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313155","1741195313246","91","126.91","328.89","126.6","329.13","0.3173","0.4111","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313449","1741195313521","72","290.26","234.62","290.06","234.56","0.7256","0.2933","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195315724","1741195315824","100","225.67","148.82","227.11","148.79","0.5642","0.186","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195313909","1741195313939","30","187.83","365.78","188.3","365.34","0.4696","0.4572","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195312216","1741195312267","51","339.48","284.05","340.12","284.15","0.8487","0.3551","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195316005","1741195316075","70","254.88","664.02","253.8","665.18","0.6372","0.83","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195316061","1741195316116","55","274.75","545.95","273.72","544.83","0.6869","0.6824","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195315553","1741195315612","59","252.62","139.61","252.02","138.39","0.6316","0.1745","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195316170","1741195316248","78","81.35","207.9","80.45","208.9","0.2034","0.2599","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195317195","1741195317272","77","346.88","461.41","347.36","460.58","0.8672","0.5768","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195317172","1741195317247","75","313.44","271.27","312.89","270.51","0.7836","0.3391","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195314944","1741195315059","115","256.55","305.0","256.68","304.63","0.6414","0.3812","1727"
"SYNTH006","1741195308232","2025-03-05T17:21:48.232000","2025-03-05T17:21:58.232000","1741195311852","1741195311911","59","30.01","204.96","30.69","204.28","0.075","0.2562","1727"
